shipment_id,order_id,shipment_date,carrier,shipping_method,shipment_status,estimated_delivery,actual_delivery,delivery_delay_days,is_significantly_delayed
efc34fb2-186c-4d78-a637-7919be3db7a2,8b44c61e-830b-4cb1-9c98-5f701b5da1a3,3/21/2022,SEKO Logistics,2-day,Delayed,6/20/2024,9/21/2024,93,1
97c55537-1081-4179-9cd0-ce8715cd233a,d484b8bc-0105-4fd7-978a-e88573391c19,3/11/2023,USPS,2-day,Processing,1/18/2025,11/26/2024,0,0
f496a5e8-3258-46a5-983d-ce6fb0502d76,05fc51b6-3514-4642-9c9a-7f13946cf042,11/13/2024,Blue Dart,Standard,Hold at Location,1/16/2025,6/9/2024,0,0
0a481971-4ff2-4995-bb92-2da557c26230,d8353e97-e60e-46f2-bea7-003decb37969,7/6/2024,R+L Carriers,Standard,Delayed,9/13/2024,11/9/2024,57,1
4c3a3ab3-1091-4ed9-a4f7-dc04c1454ac3,aa6cef2b-c7a4-420e-bf08-6828a972f5e9,7/18/2023,UPS,Express,Delivered,1/20/2025,11/15/2024,0,0
a7aeb965-cf9d-4819-87f6-c361102f163b,4a5d0150-a053-4555-8bfa-f57809c25304,2/19/2022,XPO Logistics,Standard,Cancelled,1/31/2025,10/4/2024,0,0
934957f2-0b2e-4217-9796-c6a81453978b,df0e65fd-3ca4-4bdc-ae37-59a2d84aa855,4/24/2023,TForce Freight,2-day,Out for Delivery,9/24/2024,2/10/2025,139,1
cf9da3ef-b0b4-4700-a34f-e725c7c9c3fd,00a81307-365f-4056-a366-b4c523f92b13,5/6/2023,YRC Freight,2-day,Returned,9/7/2024,5/16/2024,0,0
e850d2ac-30a5-4533-8c76-00c2aacd499d,382b233c-7010-4dfc-8a40-894c5588ba69,2/9/2025,Purolator,Standard,Hold at Location,9/24/2024,3/4/2025,161,1
7b6171e6-147b-431c-8c3d-0f048e9815e8,a2915c25-7146-48b0-98a4-2c26749d491e,10/18/2024,Old Dominion Freight Line,Standard,Pending,8/27/2024,8/26/2024,0,0
390234ac-7072-4b6a-a81a-064d7e0813fd,c1247da8-7eee-4ecc-91cb-09d21c7e3a7e,7/10/2023,ArcBest,Standard,Failed Delivery,10/25/2024,7/22/2024,0,0
256b2ce9-e671-4070-bc07-5890d02cbdf2,115e6663-bf26-4607-95bb-f608c847cbec,11/8/2023,Lasership,Standard,Processing,5/11/2024,12/4/2024,207,1
d8149351-4ba1-4558-a3f4-35b95bcb6e0c,2c25dc41-f365-46de-9b1f-80bc19a3cdfe,4/18/2022,Schneider National,2-day,Awaiting Pickup,5/15/2024,8/4/2024,81,1
3cec239b-416f-4fa1-a623-bb75223b1255,a722ac3e-419f-46a9-ad84-87d3dc0d3848,7/3/2024,Saia,2-day,In Transit,4/16/2025,2/3/2025,0,0
9047c596-edc3-4101-b209-d94484c8ed30,e084aab3-f99a-4889-ae96-17781b2a9037,5/4/2022,SEKO Logistics,Express,Shipped,10/13/2024,4/29/2024,0,0
53a5e481-6e88-4acd-abc9-41b2c4864133,ecc9bada-4946-4670-ba67-43254f69649c,7/31/2024,DHL,Standard,Failed Delivery,2/13/2025,1/2/2025,0,0
5bfa29bb-f684-4169-b8b3-887e4f47f760,b0a1b16a-d84b-42de-b647-eb3755caf54e,8/28/2022,Blue Dart,Standard,Out for Delivery,1/4/2025,1/28/2025,24,1
66ed7a5b-8982-4f35-8e57-290d48bffa83,0b91e9d7-1bdf-41e1-964f-c1c3f335850e,6/27/2023,Amazon Logistics,Standard,Returned,7/8/2024,6/2/2024,0,0
e7d458b6-d1a5-4774-b712-4d44b078a8f2,be5d8d00-8f6f-4bd8-ae91-7a83640b7bf3,12/30/2024,OnTrac,Standard,Pending,5/10/2024,10/23/2024,166,1
e6e64e47-fa0d-42b9-927a-d1228e8e9315,22f7d8b4-f89b-45e3-b953-49666b29bcc7,10/14/2022,USPS,2-day,In Transit,8/9/2024,10/10/2024,62,1
acdbe6d0-821e-4bed-bb14-42f1f661c6ac,e9112af0-60fd-459c-837b-eca399f9adc2,10/17/2024,FedEx,Standard,Hold at Location,6/14/2024,1/7/2025,207,1
555605d0-638a-4342-ba24-bafc6eb66ab6,4d2f8337-b965-4250-899c-7d1c19d2a726,8/28/2022,ABF Freight,Standard,Awaiting Pickup,5/11/2024,9/13/2024,125,1
661bcd41-e0ce-4e1c-baba-acf01172c714,4ca4e8e8-5339-471f-bade-270c432b99c2,3/21/2025,Estes Express Lines,2-day,Delivered,4/26/2024,10/1/2024,158,1
46f182d8-45c5-4028-a31e-645459d89d1d,213096ef-de23-4969-a6e9-a41294876138,1/23/2022,OnTrac,Standard,Shipped,8/15/2024,11/14/2024,91,1
d3292290-1bf3-4585-a3dd-f71bf3c8cb89,02d52f8e-4276-4ec7-ba0d-de12b6ebc151,9/30/2022,Purolator,Standard,Processing,7/1/2024,1/7/2025,190,1
5b250b59-3d2d-430a-912e-797f7c9bd337,294f5f0a-c323-4dfb-bb94-eb6e1a0528e6,4/1/2022,ABF Freight,2-day,Cancelled,7/22/2024,12/25/2024,156,1
b867d5c6-ceb6-42a4-993a-8de737c1d266,d60fd845-e45e-47b3-8606-cb386463cf47,1/28/2022,UPS,Express,Delayed,5/11/2024,8/7/2024,88,1
c9727563-60d7-4914-9aca-d8432900901b,8effef7e-27c1-4b91-83f5-f85955525847,6/26/2022,DHL,Express,Pending,3/29/2025,9/19/2024,0,0
004d1f4e-d863-4271-ac8c-a4742c6d132f,6a0cb183-97f6-4769-8c88-b4f973f96605,5/6/2022,Schneider National,2-day,Hold at Location,4/26/2024,3/30/2025,338,1
ed8a5c2d-004c-47ec-87b4-571e74c92543,7fa94e0a-81f6-4e2b-84bf-2dd128888cee,3/30/2023,SEKO Logistics,2-day,Processing,1/18/2025,6/14/2024,0,0
2012edf8-c79d-4225-a783-25904e0c3049,256de8e9-72e1-41c0-aa15-ff1944e29310,2/10/2024,TForce Freight,2-day,Shipped,6/4/2024,3/10/2025,279,1
09e77f77-be34-42c6-b913-b88fc021747e,1d75ea47-7e29-4e4d-a78e-04451610abe0,9/10/2022,Blue Dart,Standard,Delivered,7/23/2024,6/18/2024,0,0
3eb4c571-1928-41c7-8618-201f7a346cc8,73488f40-9eac-4136-a7ab-a7bb75199310,8/14/2024,ArcBest,2-day,Failed Delivery,12/10/2024,9/13/2024,0,0
d3b8f13b-55ea-41b3-8002-2a2085f48e54,f5297376-81a5-4efb-a3c2-8f62c78a4936,6/13/2022,R+L Carriers,2-day,Awaiting Pickup,6/14/2024,7/29/2024,45,1
907e2f52-0f65-4951-9099-0586790f05ce,f03fe943-7dd1-41b9-8a7c-b40a10e177de,1/28/2023,Amazon Logistics,Express,Returned,1/10/2025,8/17/2024,0,0
7dae6c6d-9b0c-4f42-a7c9-4c27531b156b,7e864841-e542-4af1-be00-3d2da632684d,5/14/2022,Saia,Standard,In Transit,2/10/2025,7/12/2024,0,0
ea313d3d-e9be-4f64-a1bf-95492ff6e9c3,2d8df21e-4a3e-4620-9c6d-0eb8c66c7537,12/28/2024,Lasership,Standard,Out for Delivery,12/29/2024,5/14/2024,0,0
d4fd857d-45d8-4ae0-a843-984a53a660ea,677e3cc6-af31-47fa-a400-5efffabb0006,6/13/2024,USPS,Express,Delayed,12/7/2024,12/31/2024,24,1
b6033edd-de0f-481d-b4f2-b79c6e178a35,9f2588ce-a904-4cf0-8c22-b8a8c593c9c6,9/18/2024,FedEx,2-day,Cancelled,2/4/2025,5/17/2024,0,0
7d272d44-f228-4c84-92d4-620a1732a300,9dde195e-e3c6-4559-83d2-aad2b882ac86,5/28/2023,Estes Express Lines,Standard,In Transit,6/12/2024,10/21/2024,131,1
b691df04-8ce0-4c56-95e7-9518974224dd,7ea58925-72fe-46a5-bfa4-bc1ff7d00084,8/7/2024,XPO Logistics,Express,Hold at Location,10/30/2024,7/23/2024,0,0
1fe29a12-6a81-40c5-b9cf-bbd10e5a8625,dbc05853-b7d1-495e-9c21-7aefece759b1,10/24/2024,Old Dominion Freight Line,Standard,Failed Delivery,11/19/2024,6/29/2024,0,0
8edca9c0-5be9-40a2-bdfa-377341ef3a6e,2283b271-b93e-43cb-bc29-85e554e1154b,5/9/2022,YRC Freight,Express,Shipped,4/3/2025,12/3/2024,0,0
acc40e80-034c-482b-9d18-4177bde4b268,eb718854-7a14-4b7c-8498-271aaec20c76,2/13/2024,Blue Dart,Standard,Awaiting Pickup,4/29/2024,12/1/2024,216,1
394adc50-f2ce-41ad-9ca4-7d33dc5ea44c,895d8c39-c153-45da-817a-1e58b3ef0cce,5/20/2024,XPO Logistics,2-day,Cancelled,7/29/2024,8/28/2024,30,1
c5f4983b-096f-43c7-a6b7-808aefc8e022,3d7b548c-eb8f-4ec4-9155-9be88bf8325a,4/11/2022,Purolator,Standard,Delivered,11/6/2024,8/7/2024,0,0
c9988af7-d87c-4f86-a037-9897d0a90049,14dcdea9-490f-4933-b4fc-e18920dba73f,6/7/2022,R+L Carriers,2-day,Out for Delivery,4/10/2025,6/3/2024,0,0
a0c8195b-b58f-4f3f-8a5b-bf1962150227,8b433236-0b0d-4c2e-b004-b408a066b599,4/19/2023,Lasership,2-day,Pending,1/7/2025,11/19/2024,0,0
ce8ea656-785e-4a37-8336-ec641135861d,61c247fa-629d-4feb-9abc-a1267f28be73,2/24/2025,ABF Freight,Standard,Processing,9/14/2024,12/31/2024,108,1
c354feb7-e031-402b-a574-8087645814d3,425f81a0-84b6-44f9-a1a3-fdca36b86a78,10/8/2022,ArcBest,Standard,Returned,6/14/2024,11/21/2024,160,1
15f49417-d388-4ddf-b3d9-92a9bf9ab06b,ee576c73-f544-464c-9a85-576544d87c9e,12/12/2022,SEKO Logistics,Standard,Delayed,12/24/2024,5/4/2024,0,0
80503813-96d7-4bbd-a626-1b9f955de0b4,99b60513-9ae6-49e6-ad65-3b1dd3edaef2,8/1/2022,Saia,Express,Delayed,12/14/2024,10/1/2024,0,0
857a1506-76bc-4b01-a479-732ec16ed452,f178dfa7-bc9b-47db-97f5-5096a335a753,4/11/2024,USPS,Standard,Delivered,3/11/2025,4/9/2025,29,1
72deeb46-55a0-44bb-9812-8a59925ac17e,448deefc-1d0e-4e16-a850-94541f6b6191,1/2/2025,Old Dominion Freight Line,Express,Cancelled,2/11/2025,7/13/2024,0,0
0b089a69-2845-478a-8e5b-c26d91968e52,8bd400cd-171c-4edb-9b1c-c468f74fc682,4/12/2022,FedEx,Standard,Out for Delivery,2/18/2025,4/5/2025,46,1
cd6f45b4-c77a-41c5-a465-9a72b37300d4,7bdaf4d2-1898-4f3a-838d-488eac0da2ab,3/17/2022,Schneider National,Standard,Returned,10/23/2024,11/21/2024,29,1
252b8ea8-b5d3-4be5-9032-89ac30aba573,e859b005-14ca-4463-90d3-3d107a58931a,1/26/2024,YRC Freight,Express,Hold at Location,12/24/2024,9/19/2024,0,0
5d368304-637e-4b61-bdaf-20b7add7317f,5f4cfbda-f021-4162-8c7c-042afb6dc969,3/1/2023,Estes Express Lines,Standard,Pending,4/10/2025,6/22/2024,0,0
349e8324-8b5a-4eaf-9244-fab8f441becc,fbbb0225-f0f2-4262-92c0-e9701a24605e,11/6/2023,UPS,Express,Failed Delivery,8/20/2024,3/4/2025,196,1
82569a7a-6d5a-423a-be8f-92350297ef94,09ca0d7f-8b4b-4d6f-988e-065bf6f36d9f,11/20/2024,OnTrac,Standard,Processing,10/13/2024,2/12/2025,122,1
d834b8f7-b89e-4c87-bca9-3f57b8cd1837,1066ec24-9f98-471d-9983-444b78f09810,12/15/2024,DHL,Express,Awaiting Pickup,12/9/2024,12/5/2024,0,0
8a490ef2-4c25-427d-85d0-35222ef13954,5a8e90dc-a698-4bd5-bdc2-8acd0488b4f4,5/31/2023,Amazon Logistics,Standard,In Transit,11/6/2024,2/11/2025,97,1
9007f6d2-8a62-4205-b659-61a10d02c67f,6230a2ba-7f02-4e8d-87ef-42b962223270,2/3/2022,TForce Freight,Standard,Shipped,2/28/2025,2/17/2025,0,0
ee42c30d-2a84-4106-9670-a5237bcfb453,b1db7043-338a-4487-a1be-eb1681f28f6a,4/1/2025,UPS,Express,Pending,12/2/2024,1/13/2025,42,1
a3de1ec5-f34d-4e57-9dd7-67cebfc0566a,71af08d0-5f69-4899-98ab-67f368b7ef1d,4/24/2024,Lasership,2-day,Hold at Location,10/14/2024,12/29/2024,76,1
6f2322be-3c58-4624-87aa-05b20fbedd76,45cda1ed-eb5b-4de4-8dec-bcc2fad4ac29,12/14/2024,TForce Freight,Standard,Returned,10/6/2024,1/11/2025,97,1
fef3dc91-b4b9-41f9-ba32-94f06f6b2465,3a9ac7d5-324a-4d12-8515-d9926a3023ef,1/20/2024,DHL,Standard,Delivered,12/15/2024,7/10/2024,0,0
1bc1ddbd-c771-4af4-b0f3-a3150ed48ce5,c782684c-9dba-4b3e-8020-38676f315963,5/5/2023,Blue Dart,2-day,Out for Delivery,2/11/2025,10/7/2024,0,0
b7621a2c-fa6c-427d-897e-4df3575a1d9d,a3f866ee-2c3e-4085-b012-670a38052836,5/16/2023,R+L Carriers,Express,Shipped,3/3/2025,5/11/2024,0,0
ee38052c-00fa-4192-88bf-1fd183db4064,fa355867-aa01-44d7-bddd-000ba9843b77,4/1/2024,OnTrac,2-day,In Transit,12/30/2024,1/16/2025,17,1
b6509b50-e8f5-4e2e-a07e-0fd358fafaa8,262bf039-b219-4c02-9d78-24d68e58771f,4/29/2024,FedEx,Express,Failed Delivery,5/4/2024,1/6/2025,247,1
458b129d-8d20-4295-a4d5-543b7a92e859,c9400790-1526-4a08-b881-8741192fb928,1/25/2022,ArcBest,2-day,Awaiting Pickup,11/21/2024,8/26/2024,0,0
19dcc612-f7bd-4694-bb21-ee6f7e740dd6,c49caceb-b32b-4ca1-9c4e-b6949af1a3cf,7/21/2024,Saia,Standard,Delayed,2/12/2025,1/28/2025,0,0
b71bd359-3a36-40d0-a706-5eff32bfb742,a281f64e-a864-4990-9498-903711e2e8e5,12/25/2023,XPO Logistics,2-day,Cancelled,10/19/2024,1/24/2025,97,1
12709703-a0db-4fe9-91d3-87229f2d5ccc,ba78d3b3-9286-4587-9468-4f88b0c839e9,10/10/2022,SEKO Logistics,2-day,Processing,5/31/2024,9/19/2024,111,1
5cb539ac-7d4f-415f-bace-2aebbcf9867e,dcd5060b-876d-4714-8bec-a8b126b436e3,12/20/2024,Old Dominion Freight Line,2-day,Delayed,3/22/2025,10/26/2024,0,0
a131b0ed-e22e-4529-8607-ac356dc8ed6e,0eeff431-a0a8-4806-bd31-36d67bde20a9,3/10/2025,YRC Freight,Express,Failed Delivery,2/25/2025,1/8/2025,0,0
efb92ada-263f-4e60-bbe1-f73a1dd94b48,e787b1f6-1ee7-424f-92ae-e4e9c9714de1,6/29/2023,Purolator,2-day,Returned,5/10/2024,6/21/2024,42,1
4fc24e10-4495-4482-b8b4-67ff06624ff1,f8c26577-79f7-4039-9062-efc31774759e,5/6/2024,USPS,Express,Pending,3/23/2025,12/29/2024,0,0
992f7790-2803-45ea-b4b2-e6d3757ba186,67d4632f-0414-43f7-a5c6-24f202050ac6,4/22/2024,ABF Freight,Standard,Processing,1/29/2025,8/1/2024,0,0
7d2ad1b8-cc48-4bd5-b4f1-8be8b971b809,ef04a761-4401-43df-8d0d-f12e64e69176,6/28/2022,Schneider National,2-day,Awaiting Pickup,5/3/2024,4/19/2025,351,1
1e57a89a-901d-453c-b422-5ed01723dd38,89ec02b1-c954-49f5-bcb0-ba8137649d68,6/20/2022,Estes Express Lines,2-day,Cancelled,10/19/2024,12/14/2024,56,1
0475b739-3e7b-44a8-ab24-c2beaf01c89e,c27ced6d-857e-45da-9378-6b083b6d1457,7/30/2023,Amazon Logistics,2-day,In Transit,5/19/2024,3/14/2025,299,1
ff3e054a-326b-435a-97a1-1faad9ce9081,37465f62-0f71-4e0e-8bb1-a685be644346,8/2/2023,SEKO Logistics,Standard,Delivered,6/29/2024,10/15/2024,108,1
50009380-6886-45c8-bf38-cefd7e254921,177937ba-8dcd-4538-8c8f-592058b4e117,5/18/2022,Amazon Logistics,Standard,Hold at Location,3/24/2025,10/23/2024,0,0
5f3fabf1-8cfb-4fec-9cd4-c2864857866e,b41de71a-5303-42dd-99f4-b4e85461dfe4,5/25/2022,USPS,Standard,Shipped,10/5/2024,4/10/2025,187,1
5520a747-4789-4d02-8bbc-d7014808467f,1293a93e-71e0-4516-87ab-de7c7540257d,10/1/2024,Blue Dart,Express,Out for Delivery,12/8/2024,9/9/2024,0,0
6ec91c46-9b18-40e3-96fa-c8c6939514ac,69abc995-5ab4-4a28-8eda-c1731cbf98d1,5/19/2022,UPS,Standard,Hold at Location,12/20/2024,3/18/2025,88,1
48083be9-e9be-4e2d-bf28-8e00272f53a7,e2a1bcbf-c010-4432-bb67-cbde872149a2,3/21/2022,Lasership,2-day,Delivered,8/7/2024,1/24/2025,170,1
b06fbba8-b991-4f2e-a317-0e8cb02acc95,62526674-3ff5-4035-a9d3-04005dacc92b,9/8/2024,FedEx,Standard,Cancelled,4/4/2025,1/26/2025,0,0
fd258ddd-9199-409b-a59a-9e61cd8aace7,7262c000-b281-4aa2-8185-03944c48755d,6/3/2022,YRC Freight,Standard,Processing,2/15/2025,11/19/2024,0,0
45a42a31-d2db-44d3-9f18-66481f40c7e1,82220e4b-b3a2-4ca9-8e2c-d96de91b6444,10/9/2024,Estes Express Lines,2-day,Failed Delivery,6/18/2024,4/12/2025,298,1
a22aa87b-1aeb-4457-9c4c-87b81aa04a85,ce30ece3-7540-41d2-b3d8-58e5527dc0de,1/25/2023,R+L Carriers,2-day,Returned,5/8/2024,7/27/2024,80,1
04748238-320d-4e41-872c-93b49df9326f,b9ab22fc-b8f0-44c9-9130-0b3e80751295,7/24/2022,OnTrac,2-day,Pending,12/15/2024,10/8/2024,0,0
fc0a186f-0bd0-48be-ba9e-b5f42c8baaa9,aa27d79a-3f2b-46f2-8e78-ff8e97bbeeff,11/12/2023,Saia,2-day,Shipped,3/20/2025,10/14/2024,0,0
a0760fe9-8429-4f92-bbd8-609a3a95c398,e9b5f532-00ea-4c8f-ba2c-72ab072d2b93,10/26/2023,TForce Freight,Standard,Awaiting Pickup,5/31/2024,12/24/2024,207,1
d6bc0d60-666d-482a-94ad-c6c5fe75ede9,4888e0be-937d-4d06-97bd-ea29829a7902,10/15/2024,Old Dominion Freight Line,Standard,In Transit,8/5/2024,11/15/2024,102,1
200d73a4-57fc-45a7-a1f2-d4a983b232a2,ab0bef63-cf4b-46bd-953e-a25e0dd4eebe,1/1/2024,ArcBest,Express,Out for Delivery,7/2/2024,1/3/2025,185,1
36fd40db-2ca6-4687-be9c-7d002c3d5100,ce4f9ea7-2c60-42aa-810f-25b3a22ac2bc,3/25/2022,Purolator,Standard,Delayed,11/10/2024,8/23/2024,0,0
e053310a-3bd8-43e5-ad24-79b3ce7ecfe5,d19ca2c3-eb6b-486d-b68a-cbb09eafb744,5/25/2023,Schneider National,2-day,Hold at Location,1/11/2025,7/10/2024,0,0
42114015-2577-4804-bef7-b5e6d795d5bd,c2316242-3c1b-4ad1-82a2-24f72b4c61d2,10/18/2022,XPO Logistics,Express,Returned,5/28/2024,3/23/2025,299,1
76205523-535b-479a-913b-46d1fdba6a99,3f1cbd0d-2637-4a43-a199-7ad0085c37c3,11/24/2024,ABF Freight,Standard,Delivered,10/20/2024,1/3/2025,75,1
344cee22-ed66-45ce-854e-207a55c4741a,40960161-4ad1-4595-a5a4-8eda5a964839,6/8/2024,Old Dominion Freight Line,Standard,Out for Delivery,7/10/2024,2/13/2025,218,1
510fe8d3-7b1d-4163-9d89-3bdb3906e6d9,bb971054-4a2d-40d0-b769-cdad41f1e500,10/14/2022,ArcBest,Standard,Shipped,10/26/2024,6/23/2024,0,0
418728ea-cbee-4415-8ae6-7e7896a4c78a,c5e6ef1b-84ea-46fe-95b3-cdbaf1b758ab,10/22/2024,SEKO Logistics,Standard,In Transit,10/13/2024,2/10/2025,120,1
a9da8eb5-1060-4e1d-b0dd-038fa60a7233,71120996-20fa-45fe-a546-06f741a3a2bc,11/14/2022,TForce Freight,Standard,Failed Delivery,7/6/2024,3/15/2025,252,1
e76428b1-5fff-4514-976d-779e10b775bf,57745b79-a79b-4acb-b9f5-9f5113718ee5,12/6/2022,Amazon Logistics,Standard,Awaiting Pickup,10/9/2024,8/22/2024,0,0
6a417771-5041-4d3d-ba1b-b384d86e2b6b,a7eb48bc-7b62-4c70-8a3f-0cc826c8c942,1/29/2022,USPS,2-day,Delayed,11/12/2024,1/10/2025,59,1
07f1e441-9197-4d00-ba2a-b0a5eae2a8b5,00e51164-c445-4822-aed8-27ba5ef16f7b,2/2/2022,YRC Freight,Standard,Cancelled,9/17/2024,6/26/2024,0,0
f4b147de-4499-442f-8937-0f41630c9a9b,7d66a2ab-b5e7-46a6-b81c-c0bcc55d383b,2/5/2024,Lasership,Express,Processing,4/23/2024,1/26/2025,278,1
dc4a4f44-58a3-491b-930f-9dc1bf6d0da0,964dad17-b3cc-4538-9411-435e83e91d01,1/7/2024,Schneider National,Express,Delivered,4/13/2025,10/4/2024,0,0
6e85ff4e-929c-4969-81f9-4483a4363884,62601134-ebc2-4f22-97a8-63383b249292,11/23/2022,OnTrac,Express,Processing,6/3/2024,5/4/2024,0,0
70b2d4e8-f52e-49f1-8ae0-55b3f089124a,1f8b2da9-ef1a-4f16-a6b6-81a53c797702,1/9/2025,ABF Freight,Standard,Returned,11/9/2024,8/28/2024,0,0
732aefc3-c833-4a47-9412-8f87deea829d,32916f5e-d731-4494-b9cb-75eda37581c2,6/1/2024,R+L Carriers,2-day,Shipped,3/18/2025,10/24/2024,0,0
464770cb-9250-40b2-9d7d-1b565a2e4c2e,332518c9-dade-4514-9735-b0af5973594c,3/7/2024,Saia,2-day,Delayed,1/7/2025,12/3/2024,0,0
8f8f3517-a10b-46a7-8a47-78db46cf9a1a,c3b7d9d9-15c7-4e9b-9d50-ecf9df3947ff,9/28/2023,FedEx,Standard,Failed Delivery,11/29/2024,5/10/2024,0,0
fc17a459-5184-4036-b778-8af454f17989,a795eeaa-45aa-4cfe-a3ec-4f66b541821c,7/9/2022,Blue Dart,2-day,Awaiting Pickup,11/28/2024,2/14/2025,78,1
98932c2f-96e2-49db-8344-93bf4dd55a02,fcf3b647-3b6d-4726-9b39-75e23f0fd736,1/22/2022,Estes Express Lines,Standard,Pending,11/25/2024,8/9/2024,0,0
19cedbf5-6872-4a50-98cb-099a705df18a,8c22aaea-82c6-43ec-a058-2102537ff64f,5/31/2023,UPS,Express,In Transit,11/11/2024,10/13/2024,0,0
f522aad7-fbf4-4af5-ae76-2de1b2f83bb4,963cae5f-4cf1-4028-8672-3fc22cb4f11d,2/19/2025,Purolator,2-day,Cancelled,3/11/2025,1/25/2025,0,0
a9879bb8-c64a-4220-bbbd-32bcb4e5c9f3,d1289c9b-6b56-4d28-a909-b3cb2c8af8a0,11/1/2023,XPO Logistics,Standard,Hold at Location,7/9/2024,1/28/2025,203,1
2c3a736c-81f7-4f75-8e9a-a0b9a95d93e1,080ed3f1-f872-465d-966f-3b0ffa873a70,2/1/2022,DHL,2-day,Out for Delivery,4/12/2025,10/2/2024,0,0
53b2f2a3-1a8c-4107-83a7-1030cec7d86c,e19ac9a8-b6cc-4c13-9cf4-4ab1e141e897,5/8/2024,Estes Express Lines,Express,Pending,9/11/2024,7/20/2024,0,0
982fa0e8-d3ca-435d-a890-8ebacde4afd7,00d92ffc-d7a4-46c9-b025-d826c060c2cb,3/21/2022,R+L Carriers,Standard,Shipped,7/28/2024,9/18/2024,52,1
0e1c1542-c4b9-407c-98c7-7586d713e401,620e03b1-6118-4977-b73c-0983755324ed,7/21/2024,UPS,Express,Awaiting Pickup,5/12/2024,5/20/2024,8,1
6b0b6faf-47fa-4841-ad09-0cff7f739704,24dfbc75-e663-4969-b87e-0f948316fed2,6/11/2022,XPO Logistics,Standard,In Transit,6/8/2024,6/13/2024,5,0
993bef2b-5c29-4ebc-b48c-3a1636f57cd4,657b0fe6-e1bf-4e8c-96ac-d5f331c89a08,10/24/2022,TForce Freight,Express,Out for Delivery,7/10/2024,2/28/2025,233,1
e7ad4c16-0faf-4fd5-ae7d-d1873d07aab9,92c56b0d-11ca-4c62-a114-5d5e671484f7,1/10/2024,YRC Freight,2-day,Delayed,9/4/2024,12/29/2024,116,1
e5dd6621-9da3-4926-9554-0750e3f92455,b78c4eb0-9e7f-458b-a490-3fc9b8472553,12/24/2022,Purolator,Standard,Hold at Location,3/7/2025,10/31/2024,0,0
d3d7ad87-f5e7-49ff-ac06-b59ce28b4035,f286a8c9-a4da-4d72-99dc-530c11e785c0,1/22/2023,Old Dominion Freight Line,2-day,Delivered,7/10/2024,2/21/2025,226,1
5286efe0-6f3d-498d-896b-9486128858f2,76f84c4c-9192-4946-989e-d89ea87b7093,1/8/2024,ArcBest,Express,Cancelled,4/29/2024,8/31/2024,124,1
02bb0652-9ca4-449b-8f32-138bddac8233,c2ff7af1-52f8-425e-ac68-990384012a20,7/5/2022,Lasership,2-day,Processing,12/4/2024,6/25/2024,0,0
e8286a26-29a5-4865-89cb-9c9b6689fc9a,b5664612-b9bd-4a91-9548-6303690c718e,2/3/2023,Schneider National,2-day,Failed Delivery,9/1/2024,12/23/2024,113,1
4ef18b35-e84c-481f-8a2c-5a7379b8df8e,1e89a9b9-24eb-4663-a8ac-43bc59bd0774,5/28/2023,Saia,Standard,Returned,12/1/2024,12/1/2024,0,0
945e5fb5-3d5b-44c9-a691-22352b73f701,af17b383-8f87-4a25-8ffa-81a73274ba8f,11/15/2024,SEKO Logistics,Standard,Cancelled,8/14/2024,3/4/2025,202,1
c5037dfa-684d-4bf9-8b35-1f59e53efe8e,a8ec104d-4ef7-4bd5-8ffc-6bf72af7f44f,7/2/2022,DHL,Standard,Hold at Location,1/26/2025,5/7/2024,0,0
3f9855de-52ab-4220-b4be-e2f8443ceb16,c48357f3-4dea-4819-90c9-9a658bf20161,3/9/2022,Blue Dart,Standard,Out for Delivery,7/21/2024,4/11/2025,264,1
b7927602-8bc0-412e-b651-67a282d1884c,f5afeae2-d9cb-4e44-a707-5a4d2fddac24,5/28/2024,Amazon Logistics,Express,Delivered,3/14/2025,7/19/2024,0,0
23b36d23-0015-4975-be78-f165cbdacd3e,7340086d-c2c4-48dd-9efd-2d722a2651db,11/9/2023,OnTrac,Standard,Processing,10/26/2024,7/12/2024,0,0
bd2b16f0-3dab-4e60-ad6e-fdc350fdd0f9,a7f84a0f-e41b-4af4-a96b-9bc8d3d2ffc4,7/10/2024,USPS,Standard,Returned,11/4/2024,5/22/2024,0,0
989508c8-cb71-4bdb-8995-458e03f4a649,cce2239e-5797-4627-ba5e-f708e6e8ed67,9/10/2023,FedEx,Express,Shipped,2/16/2025,6/22/2024,0,0
2ddfff91-aab2-4876-8f68-545ce3bf2e05,02098e8c-7833-4d5f-a39c-3d8b63f07661,10/22/2022,ABF Freight,Standard,Delayed,11/10/2024,11/19/2024,9,1
a1b42eca-5b2a-4dcc-9e48-f984331cb213,9522339c-3205-495a-94c4-a2f07f797b97,11/24/2022,YRC Freight,2-day,Failed Delivery,4/29/2024,3/20/2025,325,1
3c3b3ef5-0fe3-4f5e-85c5-49e1cdb317ff,4fe18e3d-4764-43f7-83c4-d1163df1d18b,10/11/2023,Amazon Logistics,2-day,Awaiting Pickup,12/27/2024,1/25/2025,29,1
99b6d90b-f694-4d28-b23e-3604a73975ed,6cbc5b0e-c017-46bf-94cb-3676f25f5439,10/24/2024,Purolator,Standard,Pending,3/5/2025,12/5/2024,0,0
6dbe1559-fcca-4f7a-9d51-101c6ac9ebe9,49831dc7-4a7f-4f3a-98b0-c710d80f551d,4/16/2025,OnTrac,Standard,In Transit,1/3/2025,1/28/2025,25,1
